name,stars,comment
پدیده,5,بهترین وجذابترین کتابی ک تاحالاخوندم
کاربر ۵۱۴۴۲۸۳,1,من این کتابو با تخفیف ۵۰ درصدی گرفتم ولی نیستش کلا پرید!!!!
moonchild,5,کتاب داستان جالبی داشت و من با خوندن خیلی از قسمت‌ها انگار خودم رو به جای شخصیت اصلی میدیدم و متوجه دغدغه‌های مشابه توی زندگی خودم میشدم، این کتاب باعث شد کمی بیشتر خودم رو دوست داشته باشم و حسرت انتخاب‌های گذشته‌ام رو نخورم.
لنا,5,داستان خیلی خوبی داشت و راحت دنیای موازی رو توضیح داد
M E C N,1,متاسفانه به خاطر حس بدی که بهم داد بعد از مقدار کمی خوندن ولش کردم... (فلسفه دنیا که در بارش خیلی فکر کرده باشیم به خاطر زیاد فک کردن ما لزوما نباید واقعی باشه شاید مبانی فکرمون از بیخ بر عکسه حداقل من که یه ادم معمولیم از زندگیم با کسی که 24 ساعت از بچگی همرام بود (؟) از ته دل لذت میبرم)
Sara_s,5,یک کلمه فوق العادس
فائزه پیرانی,5,از جمله کتاب هایی هست که میشه توصیه کرد به خوندنش ، متن گیرایی داره و سبکش ساده و دلنشینه وخوبیش اینه یه جاهایی دلت میخواد برگردی و به خودت نگاه بندازی و بعد غرق قصه بشی .
parisa,5,واقعا بعد مدت ها از یه کتاب حسابی لذت بردم اگه به فلسفه علاقه دارید شک نکید تو خوندنش و اگه علاقه ندارید بازم شک نکنید ولی از کسایی که مطالعه کردن یه سوال دارم به جز دنیای سوفی چه کتاب دیگه ای میشناسید که مثل این نکات فلسفی رو در قالب داستان بیان کرده باشه؟!
نسیم,5,این کتاب در مورد امکانات زیادی که توی زندگی هر کدوممون برامون وجود داره ولی ما به دلیل شرایطی که توش هستیم ازشون غافلیم در قالب داستانی جذاب و گیرا صحبت کرده و به نظر من از کلی کتاب روانشناسی خودیاری چه روانشناسی مثبت نگر چه انگیزشی و... تاثیر گذارترهستش. انقدر برام جذاب بود که با وجود مشغله زیاد دو روزه خوندمش. به نظرم اگه نخونیدش چیز زیادی از دست دادید.
رویایی,3,"بیشتر دوستام بهم گفته بودن باید اینو بخونم. اولش فکر کردم چون من هم مثل نورا فلسفه خوندم، موسیقی رو رها کردم، ورزش رو رها کردم و خلاصه همه رو نا امید کردم.
شاید هم‌توی یه دنیای موازی من نورا هستم نه رویا 🤭
وسط های کتاب اما دیدم، من زندگی ام رو دوست ندارم.
همه اینو می فهمیدن جز خودم. و همه توصیه ها بیشتر هدفش این بوده...
کتاب ساده روانی بود من پنج‌شش ساعته تمومش کردم.
اگر سخت و غم انگیز با ای کاش های زندگیت در جنگی شاید این کتاب بتونه یه فنجون چای گرم باشه برات، وسط یه جنگ‌ سرد !"
فآطِـــــمــهـ^-^,5,"جز بهترین کتابهایی بود که خوندم. میتونه دیدگاه مارو نسبت به زندگی و فرصت هایی که از دست دادیم تغییر بده.و دغدغه های ذهنیمونو کاهش بده.
«حسرت فرصت های از دست رفته رو نخور و از فرصت های پیش رو بهترین استفاده رو بکن»"
pegah.mn,5,این کتاب فوق العادست ،حتما پیشنهاد میشه
الی ;),5,"کتابی برای تمام سلیقه ها
هر کسی توی زندگیش حسرت انتخاب هایی که نکرده رو خورده ، یا خودش رو به خاطر کارایی که میتونست انجام بده ولی نداده سرزنش کرده
برای همین درک این کتاب برای همه ممکنه و خوندنش میتونه دلگرمی بزرگی باشه :)"
jahhab,5,کتاب خوبی بود واقعا آخرش هم قشنگ تموم شد این حس رو تو آدم زنده میکنه که در نهایت غم بازم ارزش زندگی کردن وجود داره خوشحالم که خوندمش الگوی خوبی توی زندگیم شد و هر بار هم که بهش فکر کنم بهم انرژی میده
فریناز,5,متفاوت بود واقعا هر تصمیم ما میتونه یه زندگی متفاوت رو برامون رقم بزنه این هم هیجان انگیزه هم وحشتناک.
yas,5,"هر کتاب یه راه احتمالی برای فراره.
زندگی در ورای نومیدی آغاز می‌شود"
f.r,5,"تو سه ساعت تمومش کردم
واقعا زیبا و گیرا نوشته شده بود به حدی که گذر زمان رو حس نکردم
سیر داستانی هم اصلا خسته کننده نبود و به شدت جذاب به رشته تحریر در اومده بود"
کاربر 86623,5,ایده اولیه کتاب و نظریه های فلسفی مورد مطالعه بسیااار جذاب بود. پیشنهاد اکید میکنم بخوانید.
namiak,1,حیف وقت.
Hds Zadbz,5,"باید بگم واقعا کتاب خیلی قشنگیه ، من که واقعا دوسش داشتم ،
به نظرم از اون کتاباییِ که ارزش چندبار خوندن رو داره پیشنهاد میکنم حتی شده یکبار این کتاب رو بخونین"
pariya,5,"کتاب خیلی خوب و عالی ای بود... دقیقا همون چیزی بود که بعضی وقتا نیاز داریم بشنویم...
بیشتر قسمت ها حرفهای کتابدار واقعا درس زندگی بود..
جوری که اگه یکم بهشون فکر کنیم میشه کلی چیز جدید ازش بفهمیم :)
راستش من زیاد کتابخونه نیستم ولی عاشق این کتاب شدم...
این کتاب بهم یادآوری کرد چرا دلم میخواست کتاب بخونم چرا دلم میخواست کلی کار ها بکنم ولی بیخیالشون شدم!!
واقعا کتاب عالی ای بود . داستانش به شدت روان و عالی بود :)
به نظر من تمام ایده آل های یک کتاب تخیلی عالی رو داشت..."
کاربر ۴۷۲۷۶۸۸,5,داستانش جالب بود، یه جورایی حسرت های زندگی رو تجربه میکرد، حتما بخونید
atie,5,فوق العاده بود . من یاد گرفتم ما بیشتر حسرت چیزهایی رو میخوریم که اگر از درونش با خبر بودیم هرگز حسرتش رو نمیخوردیم . و این رو یادگرفتم که حتی اگر بهترین تصمیم هارو داخل زندگی بگیریم، باز هم مشکلی وجود داره چون زندگی قراره با مشکلاتش مارو به تکامل برسونه . و خب در آخر بهتون پیشنهاد میکنم سری به کتابخانه نیمه شب بزنید:) ارزش خوندن داره .
Liya,2,"من نسخه چاپی رو خوندم.
می‌تونست خیلی جالب از باشه"
سحر✨,5,کتاب بسیار قشنگ و آموزنده‌ایی بود و باعث تفکر درمورد دنیا و جهان درون خودت میشد. جذابیت بالایی داشت و باعث شد 2روز تمومش کنم.
کاربر ۲۷۳۶۴۶۲,5,اگر تو زندگی تون زیاد در گیر ای کاش و حسرت ها هستید بد نیست اینو بخونید من دوستش داشتم داستان نورا دختری که از زندگی دست می‌کشه و سعی می‌کنه خود کشی کنه و بعد وارد جایی میشه که ما به عنوان عالم برزخی می‌شناسیم جایی بین زندگی و مرگ جایی که می‌تونه بفهمه اگر تو زندگی انتخاب های دیگری داشت امروز چه حال و اوضاعی داشت انتخاب‌های که زندگی های جالب و متفاوتی رو رقم خواهند زد باید بگم حس من این بود که با نورا تک تک احتمالات را زندگی کردم
violet,5,خیلی دوستش داشتم و حالمو خیلی خوب کرد، حس فوق العاده ای دارم بعد خوندنش و ب بقیه هم توصیه میکنم بخوننش💕
کاربر ۵۰۲۴۹۳۸,5,اصلا جالب نبود
Asaa.m1321,5,"با نام و یاد خدا
هدف همه ی ما از خوندن کتاب فارغ از گذراندن وقت، یادگیری هستش
به جرات میتونم بگم یکی از بی نظیرترین کتاب هایی که مفاهیمی چون امید به زندگی، فراز و تشیب و ایستادگی و مقاوت در برابر سنگ ریزه ها و چالش های زندگی رو به خوبی داستان پردازی کرده
اگه ناامیدانه به زندگی نگاه میکنید
اگه زندگی صرفا گذراندن زمان و روزمرگی شده براتون
اگه فکرمیکنید به اندازه ی کافی مهم و تاثیر گذار نبودید وهیچ چیز اونی نشده که باید میشد حتما کتاب رو بخونید
این کتاب رو تقریبا در کمتر از سه روز تمام کردم، من از اون دسته از آدم هاییم که تکرار برام خوشایند نیست و به ندرت( به ندرتی گه میگم شاید تا حالا یه بار اتفاق افتاده باشه) که بخوام کتابی رو دوبار بخونم ولی در مورد این کتاب اینطوری فکر نمیکنم و حتما نسخه چاپی هم خریداری میکنم موفق باشید"
مهرنوش,5,"با اینکه چند صفحه‌ی اول کتاب خسته کننده‌ست، اما فقط کافی بود به کتابخانه نیمه‌شب برسم تا عاشقش بشم. داستان ماهرانه نوشته شده و مجذوب کننده‌ست
و از همه مهم‌تر باعث میشه بعد از خوندنش یه جور دیگه به زندگی نگاه کنی.
بی نظیر بود!"
Sevda,5,"کتاب جذابی بود واقعا.
من واقعا در لحظه های تا عمق کتاب می رفتم.
اینکه حسرت ها همیشه هستن و حالا تو باید این زندگی رو باهمین حسرتا ادامه بدی.
زندگی رو هیمنجور ک هست بپذیری و ادامه بدی:)"
امیر,3,"نکته مثبت:
داستان در عین جذاب، دید شما رو نسبت به بیشتر ناکامی ها و حسرت ها تون، حداقل تا حدی، تغییر میده.
نکته منفی:
گاهی حرف *ی در انتهای افعال (مثل دیدی) با حرف ه جا به جا شده. (مثلا بجای ""دیدی"" نوشته بود ""دیدهٔ؟"") که البته اگر یکم حواستون جمع باشه هیچ خللی در داستان بوجود نمیاره.
خلاصه: بخونید، خوبه. :)"
kimia,5,به پیشنهاد یه دوست خوندمش ،خیلی زیبا و پرمحتوا بود ،پیشنهاد میکنم حتما بخونیدش ... پایان فوق العاده ای هم داره و میتوه انگیزه ای دوباره برای شروع رو به مخاطبش بده ...
Samaneh,5,"کتاب فوق العاده زیبایی بود
پیشنهاد میکنم حتما بخونیدش"
amirhossein:],4,کتاب خوبی بود. نویسنده جوری نوشته بود که حس میکردم دارم یه فیلم رو میبینم اوایل کتاب ممکنه یک مقدار پر جزییات بنظر بیاد اما اینها برای ادامه کار لازمه اگر فکر میکنید باید دنبال چیزی بگردید تا به شادی بی پایان دست پیدا کنید شاید این کتاب براتون خوب باشه:]
کاربر ۴۹۸۴۰۹۴,5,به نظر من کتاب فوق العاده ای بود ،دیدت را تغییر میده نسبت به زندگی من خیلی خوشحالم که خوندمش
میترا ابراهیمی,5,اولش که شروع به خوندن کردم حتی وسطاش حس میکردم داستان جالبی نیست ولی هرچی به اخرش نزدیک شدم درکم بیشتر و بیشتر شد و الان که تمومش کردم میتونم بگم که فوق العاده بود😎
کاربر ۴۸۹۱۱۰۵,5,"شما با خوندن این کتاب به نظر من اصلا وقتتون رو تلف نمیکنید
کلی نکته های جذاب داره به نظرم کل داستان جذابیت خاصی داشت"
کاربر 2745667,5,پیشنهاد میشه.
Mahya Hosseinifar,5,"فوق العادس. واقعا برای یک بار هم که شده باید این کتابو بخونی.
تجربه ای که دختره میکنه واقعا خوبه.
ایده خیلی خوبیه برای داستان کتاب👌🏿"
rozgoldit,4,"این کتاب داستان تقریبا جالبی داره اما چیزی که باعث شد من چهار ستاره بهش بدم و تمومش نکنم!!!😀
این بود که ریتم به شدت کندههه و نویسنده خیلی داستان رو طول داده و متنش هم خیلی روان نیست خودم خیلی در مورد خوندش مطمئن نیستم و تمومش نکردم 😅"
love120,5,"محتوای کتاب به شدت آموزنده و جذاب بود
اولش خوشم نیومد ولی هرچی رفت جلوتر جذاب و جذابتر شد تا جایی که کلی درس مخفی شده ازش گرفتم و واقعا پیشنهاد میکنم بخونیدش ارزش خوندنو خیلی داره💖"
Moonisy,5,بهترین کتابی بود ک خونده بودم انقدر داستانش شگفت انگیز و پر از زندگی بود ک از خوندش سیر نمیشدم حتی اگه 177777صفحه هم بود اونو میخوندم چون همیشه رویای و فرضیه ای ک تو ذهنم بود این کتاب برام به تصویر کشید اگه میخوای بهتر فک کنی این کتاب و بخون
shaghayegh Jani,5,بعد خواندن این کتاب در مورد حسرت های زندگی تون بیشتر فکر می‌کنید و شاید حتی دیگر حسرت هم نخورید!!
Zeinab,5,آدم رو به زندگی امیدوار میکنه جوری که انتخاب هات برات با ارزش میشن
رمضانی,4,روز و شب ذهنم رو مشغول کرد تا خواندنش رو تموم کردم و هنوز هم باهام هست
•قشاع•,5,"توانم در توصیف این کتاب اونقدری قشنگه که نمیدونم چجور توصیف کنم،شاید فکر کنین خیلی آموزندس،خب هست اما آموزنده بودن زیاد مهم نیست نه؟
فقط در این حد این کتاب میخواست نشون بده تمام ناراحتی ها و چیزایی که بخاطرش خودتون رو سرزنش میکنین""
در واقعیت اگر اون کارو انجام/یا انجام نمی‌دادین اتفاق جالب یا قشنگی نمی افتاد پس ارزشی نداشتن خودتون و اذیت کنین،نورا خیلی خودشو سرزنش میکرد ولی بعد که تمام زندگی ها و نوع های مختلفی رو گذرون متوجه شد هیچ چیزی ارزش ناراحت بودن یا سرزنش کردن خودشو و
-نداشت"
لونا لاوگود,5,این کتاب رو وقتی خوندم که توی اوج ناامیدی بودم اینکه توی ۲۹ سالگی هیچکدوم از چیزایی که فکرشو میکردم بهترینن انجام ندادم و عقب افتادم و در واقع چیزی ندارم...اما خب این کتاب شفا دهنده بود..منو از این برزخی که هستم نجاتم داد..راسته که میگن این کتاب ها هستن که به وقتش مارو پیدامیکنن
کاربر ۳۷۷۹۸۰۷,5,سرشار ازحس خوب وامید بخش،این که نباید به نداشته ها فکر کرد وحسرت خورد،باید به این درک رسید که همیشه راهی وجود داره تا شاد بود واز زندگی لذت برد
فاطمه,4,دیدم رو به زندگی کمی تغییر داد امیدوارم اثرش در ذهنم ماندگار بشه کمی
Alireza Esmailian,3,اون خانوم کتابدار کاملا به مثابه‌ی یه تراپیست عمل میکنه. شما دارید داستان می‌خونید، ولی در واقعیت انگار نویسنده آینه‌ای روبروتون گذاشته و دارید خودتون رو با کم و زیادش توی کاراکتر اصلی داستان می‌بینید. اگر اهل پناه آوردن به ادبیات هستید تو خوندن شک نکنید.
مهي,4,خوب و دوست داشتنی بود. از خوندش لذت بردم، و پیشنهاد میکنم شما هم بخونید. من ادم حسرت خوردن نیستم و مفهومی که کتاب میخواست به مخاطب انتقال بده چیزی نبود که تاحالا بهش فکر نکرده باشم، با اینحال یاداوری خوبی بود و دوست دارم چیزایی که میدونم هم هرازچندگاهی بهم یاداوری بشه.
Masoomeh,5,بسیار عااالی بود
پری سان,5,بهترین کتاب برای عوض شدن دید زندگی
royadrawings,5,یکی از تاثیر گذار ترین ها👌
وانیا,5,"اگه در تمام زندگی روزهایی به خودکشی فکر کردید و واقعا از تلاش برای خوشبخت بودن خسته شدید، حتما این کتاب رو بخونید.
خیلی از ما تصور می‌کنیم زندگی اگه جور دیگه‌ای بود ساده‌تر، جذاب‌تر و خواستنی‌تر بود. همه ما حسرت‌های بزرگ و کوچیک داریم!!
اما مطمئنا هممون راهی پیدا می‌کنیم تا از همون جایی که هستیم لذت کافی ببریم .
زندگی حقیقتا اون چیزی نیست که بهش نگاه می‌کنیم! روزای ساده، سرکار رفتن، کار کردن و پول در آوردن نیست. چون هیچ‌کس از فردا مطمئن نیست، بهتره این کتاب رو بخونید تا بدونید زندگی‌تون چقدر می‌تونه ارزشمند باشه و ازش غافل شدید!!!!"
سجادم,5,"واقعا لذت بردم
توی حال و هوای غم زده ای بودم که این کتابو شرو کردم.
همزمان سریال ریک و مورتی رو هم با این کتاب شروع کرده بودم.
هر دو از جهان های موازی و احتمالات و نتایج اعمال انسان میگن. صد البته ک سریال ریک و مورتی طنزه و این کتاب به زیبایی هر چه تمام تر تموم شد.
واقعا یاد گرفتم از این کتاب. چه حرف ها و نکته های جالبی که آدمو تا ساعت ها درگیر خودش نمیکنه و وادار ب تفکر نمیکنه!
خیلی قشنگ و ماهرانه چنان فلسفه زندگی رو ب نمایش در میاره که واقعا آدم از ته وجود بهش حس خوب دست میده.
حتما حتما پیشنهاد میشه.
ترجمش هم درجه یک بود. واقعا ترجمه بسیار زیبایی شده بود.
در کل واقعا با این کتاب زندگی می کنید.✌🏻🔥"
Mobina Arabi,5,"یکی از بهترین کتاب هایی که خوندم
دید نو و روشنی نسبت به زندگی بهم داد، واقعا اثر خارق‌العاده ای بود"
پریسا,5,کتاب خوبیه
Hiwa,5,"یکی از درس های مهم زندگی ام رو از این کتاب گرفتم .
یاد گرفتم که همه ی ما توی زندگی بسیاری حسرت داریم ولی اگه مثلا من دیروز به خانم x می گفتم که باشه منم باهاتون میام چی میشد آیا الان زندگی راحت تر و بهتری داشتم؟ آیا صمیمیت من خانم x بیشتر می شد یا نه .
برای پیدا کردن جواب سوالم، من این کتاب را خواندم و همه جوره این کتاب رو بهتون پیشنهاد می کنم"
کاربر ۱۴۴۶۴۴۳شیما,5,بسیار زیبا و تامل برانگیز بود .واقعا فلسفه زنده بودن و زندگی کردن رو به زیبایی تفسیر میکنه این کتاب.دوسش داشتم
saba,5,این کتابو بخونین تا بتونین با ی بینش جدید به زندگی نگاه کنین و از زندگی لذت ببرین
Feri,5,موضوع داستان و روندش برام جذاب و جدید بود، جزو کتاب هایی که خیلی زود تموم کردم.
Mahla Mehdizadeh,5,عالی بود واقعا،به نگاهتون نسبت به زندگی خیلی کمک میکنه.
sam,5,کتاب خیلی خوبی بود
qxl_alp,0,بینظیر بود❤️
پانیسا شجاع الدین,5,خیلی عالی بود بهتون پیشنهاد میکنم:)
Javad Salari Moghadam,5,بسیار درگیر کننده است. الان ساعت ۲:۴۱ صبحه من به زور کنار گذاشتمش نمیشه زمین گذاشت خیلی وقته رمان به این جذابی نخوندم!
مهلا,5,"یکی از کتابهاییه که توصیه میکنم حتما بخونید نمیگم شاهکار ادبیه ولی آموزنده هست...مخصوصا برای کسایی که شکست های پی دی پی تجربه کردند و تو زندگیشون کمی ناامید هستن
درسته کتاب تخیلیه ولی پیامی که به مخاطب میده کاملا واقعیه"
ننه پسر,4,"از خواندن کتاب لذت بردم
نکات ارزشمندی برام داشت
اینکه زندگی کنیم، بدون حسرت داشتن
زندگی کنیم❤️"
غزال حافظی,5,"کتابخانه‌ی نیمه شب درباره‌ی جایی بین مرگ و زندگیِ ""نورا سید"" صحبت میکنه و به نظر من خیلی جالب این مفهوم رو به تصویر میکشه. این کتاب شور و شوق و امید به زندگی رو افزایش میده. برای من خوندنش لذت بخش بود و توصیه میکنم شما هم بخونید."
سمانه کاف,3,این کتاب overrated هست ، یعنی بیش از استحقاقش بهش توجه شده . موضوع جالب بود ، پند های خوبی هم به خواننده میداد ولی خیلی روند کند و کسل کننده ای داشت . برای یکبار خواندن بد نیست .
masoomeh Salehi,5,"کتاب بسیار جالبی بود
خوندش رو توصیه میکنم به خصوص برای عزیزانی که توی زندگیشون با کلمه ای به نام"" حسرت "" آشنا شدن...
حسرت کارای نکرده، حرفای نزده ، راه های نرفته
خوندش رو توصیه میکنم برای کسایی که فکر میکنن تصمیمات اشتباه زیادی گرفتن و زندگی شون معنای خاصی نداره ..."
Ghazal omidvar,5,عالی🥺🥺
حُسنیه',5,"قشنگ بود و داستان جالبی داشت🙂✨💛
و جمله ای ک خودت باید درونت رو سرسبز کنی تلنگری دوباره بود :)
بخونین"
Zahra,5,برای کسایی که دائم توی گذشته زندگی میکنن و فکر میکنن اگر چنین و چنان میکردن دیگه چی مشد چقدر عالی میشد، برای این دسته آدما خوبه
little_squirrel,3,"تنها پیام کتاب اینه
که اگر همه افراد زندگی و مشکلات خودشون رو درون یک گودال بریزن و مجدد به همه بگن هر کدوم رو که دوست دارید بردارید همه زندگی خودشون رو بر می دارن"
mahboob,5,موقعی که بهش احتیاج داشتم خوندمش خیلی خوشم اومد امیدوارم بتونه همیشه کمکم کنه
کاربر ۴۳۵۱۲۶۱,5,کتابی بود که برام حس شیرینی زندگی و امید رو زنده تر کرد . دوستش دارم
Whoosis,5,عالی بود...
Ssdt Hosseiny,5,ایده اصلی خیلی خوب بود، ولی محتوا کمی دچار کلیشه بود. گرچه همراه شدن با همین کلیشه و تجربیات نورا به خودی خود جذابه. از طرفی این واقعیت که « انسان هرگز به چیزی که هست راضی نیست » رو خیلی ظریف نشون داده. بجز اصل محتوا، ترجمه‌ی روان کتاب هم کمک خوبی برای جذب خواننده بود.
ن والقلم وما یسطرون,5,کتاب بسیار جالبی بود توصیه می کنم
Ve Me,5,احساسی که از این کتاب گرفتم گفتنی و نوشتنی نیست احساسی فوق‌العاده است فقد این کلمه را تونستم در توضیح این احساس به کار ببرم این کتاب تو را به جایی میبرد میان لحظه های زندگیت که شاید از انها قافل بوده ای خلاصه که بگم بهترین کتابی است که تا به حال خوانده ام
گیتا,5,اوایل کتاب خیلی جذب ات نمی کنه ولی این همون کتابیه که میتونه حال آدم و دیدش به زندگی رو خووووب کنه👍👍
کتاب‌دوست,5,"داستان کتاب در رابطه با دختری هست که فکر می‌کنه توی همه دوراهی‌های زندگی راه اشتباه رو انتخاب کرده و تنها راه خلاصی از شرایطی که درش هست رو مرگ می‌بینه.
این کتاب رو حتی به افرادی که مدت‌هاست کتاب نخوندند و دلشون یه داستان جذاب که تا آخر اونها رو با خودش همراه کنه می‌گردند توصیه می‌کنم. از خوندنش پشیمون نمیشید."
shaddel,5,"اگر نیاز به انگیزه دارید و تو کتابهای روانشناسی و موفقیت دنبالشید ... این کتاب رو هم بخونید ... اگر فکر میکنید به زندگیتون گند زدید و توی باتلاق نتیجه کاراتون هستید و هیچی درست نمیشه، این کتاب رو بخونید ...
کتاب یک کتاب داستانه اما چیزی فراتر از فقط یک داستان در اون پیدا میکنید."
mohammad.omidbakhsh,5,این کتاب بی نظیر بوووود ،واقعا بی نظیر بود .نمیدونم چرا بعضی ها ازین کتاب استقبال نکردن اما محشر بود به نظرم
khazar,5,"یه جایی درست یادم نمیاد کجا خونده بودم اما نوشته بود ما قبل این که به دنیا بیایم خودمون این زندگی رو انتخاب کردیم
هر لحظه ای که فکر خودکشی و یا تموم شدن و بیهوده بودن زندگی بهتون دست داد یاد این بیفتین که این زندگی رو با تموم مشکلات و سختی هاش خودتون انتخاب کردین
قطعا یه چیزی بوده که باعث شده اینجا باشین
درست مثل نورا
کتاب به شدت خواندنی و لذت بخشی بود
ممنونم از ترجمه روان و دلنشین ❤️"
mhdsfadaii,3,"این کتاب واقعا جالبه ، اینکه مفهوم حسرت و اصلا داشتن حسرت تو زندگی چه معنای حقیقی ای داره و در کل خیلی جالب در قالب داستان توضیح میده که همه چیز به تصمیم های شما بستگی داره و تمام اتفاقاتی که میافته صرفا روند زندگیه و مهم تفسیر شما از اتفاق هست ، اینکه بعدش تصمیم شما چیه و میخواید چیکار کنید مهمه.
یه جمله ی جالبی به دفعات در کتاب تکرار میشه و اونم اینه که : چیزی که به اون نگاه میکنید مهم نیس مهم اینه چی میبینید . من این کتاب رو تو کمتر از ۴ روز خوندم و خیلی دوستش داشتم ، ترجمه روانش شما را با هر لحظه و اتفاقات داستان همراه میکنه ، ایده ی جدید و جالبی هم بود که در مورد جهان های موازی مطرح کرده و سبک کاملا جدید و جذابیه."
fevr,3,داستانش جالب بود ولی اون قدر که ازش شنیده بودم خواندنی نبود
leila,5,"این کتاب به صورت داستان و رمان شما را متقاعد میکند که در بهترین وضعیت زندگی خود هستید و ثابت میکند حسرت زندگی دیگران یا وضعیت متفاوت از الآن معنایی ندارد...
این کتاب رو به همه آدمهایی که نگاهشون به نداشته های زندگی خود و داشته های زندگی دیگرانه حتما توصیه میکنم...
بسیار کتاب زیبایی ست. من لذت بردم ازش"
هانی,5,"تازه تموم کردم
کتابی به شدت جذاب درباره جهان‌های موازی
که یه لحظه‌ام نمی‌تونید زمین بذارید و بیخیالش بشید"
خیلی اَبری,5,من عاشق این کتابم. برای خوندنش دودل بودم ولی مطمئن باشین که تغییر میکنین:)
miamind79,5,اونقدر داستان جذابی داشت که با خوندن ده صفحه‌ی اول متوجه کشش داستان و جوری که نورا میخواد شمارو باخودش همراه کنه، میشید:)
maral,5,خیلی خوب بود 😍❤❤❤
Yasna,4,این کتاب دید شما را نسبت به یک زندگی معمولی تغییر میده و شما را قدر دان زندگی که الان دارید میکنه 🫂
nil,5,بی نظیر بود، دارم فکر میکنم اگر فیلمش ساخته بشه چقدر عالی در میاد😍😍😍
اقیانوس اکلیل,4,کتاب قشنگیه داستان جالی داره
Fatimila,5,این کتاب برای من که خیلی اوقات آرزوی مرگ می‌کنم تلنگر خوبی بود که قدر زندگیمو بیشتر بدونم و آنقدر برام جذاب بود که در دو روز تمامش کردم و از روز بعد حالم خیلی بهتر بود ...
up,4,ارزش خوندن داره واقعا
TUSKA,5,"بهترین کتابی بود که تا به حال خوندم ، حتما کتاب رو مطالعه کنید .
مخصوصا اگر با ای کاش و شاید ها توی زندگیتون زیادی درگیر شدید ."
She3ida,5,"رفت تو لیست بهترین کتاب های زندگیم
واقعا ارزش خوندن رو داره نگرشم رو نسبت به زندگی خیلی عوض کرد
ممنونم از تیم طاقچه"
Njv,5,"این کتاب خیلی کتاب تاثیرگزاری هست برای کسایی که حوصله شون از زندگیشون سر رفته یا احساس افسردگی و حسرت شدید دارن.
زندگی شما میتونه زیبا باشه اگر بخواید. نقل قول هایی از فیلسوفان بزرگ میشه در این کتاب دید که واقعا عالی هستن.
این کتاب ارزش والا زندگی رو برای شما بازگو میکنه و حسرت های شما رو در نظرتون بسیار کوچیک میکنه.
حس من از خوندن این کتاب لذتی بود که زندگی رو به یادم میاورد.
Njv"
farzane,5,کتاب در مورد نورا، یه زن سی و پنج ساله ی تنها، ست که افسردگی شدید داره. تو فاصله بین مرگ و زندگی خودشو تو یه کتابخونه بی نهایت پیدا می کنه که با باز کردن هر کتاب میتونه بفهمه که اگه تصمیماتش فرق می کرد، زندگی چه طور براش رقم میخورد. کتاب از همون صفحه های اول هم به خاطر داستان و هم نوع روایت کشش خاصی داره(ترجمه ش هم فوق العاده س). من خیلی با شخصیت نورا همذات پنداری می کردم، واسه همین صفحه های اول کتاب خیلی برام غم انگیز بود، ولی از یه جایی به بعد محتوای کتاب بیشتر مثبت و امیدوار کننده میشه. کتاب خیلی آموزنده و خوبیه مخصوصا برای اونایی که ایده آل گرا هستن و زندگی رو فقط با موفقیت ها و شادی ها دوس دارن و می پسندن و نمی تونن جنبه های منفی زندگی رو تحمل کنن.
کاربر ۴۸۷۷۴۱۵,5,خیلی کتاب خوبیه.در غالب رمان کلی بهتون درس میده‌.اگه رمان دوست دلرین بخونین
barankhish,4,یک کم موضوعش تکراری بود و بوی نصیحت و مثبت اندیشی و این مباحث ازش استشمام میشد. ولی کتاب شیرین و دلنشینی بود.
میرزا,5,اولین کتابی که خواب رو از چشام گرفت و از اول تا آخرش رو تقریبا بدون وقفه خوندم...
rez1,5,یکی از بهترین کتابهایی بود که در زندگیم خوندم و اعتقاد دارم در بهترین موقعیت ممکن با این کتاب مواجه شدم و خوندمش😍 ، اگه فک میکنی از زندگیت راضی نیستی و شاید با تصمیمات بهترت میتونستی زندگی بهتری داشته باشی حتما این کتاب و بخون ...
زهرا.م,5,این کتاب وقتی که دلشتم تو زندگی با تصور قربانی بودن خودم و مقصر بودن خودم و دیگران در حق زندگی‌م با ناامیدی می دویدم خیلی کمک کرد خیلی، باعث شد با فهم اشتباه بودن چنین تصوری، بهت زده وایسم و با نگاه جدیدی به خودم و زندگی و اطرافیانم نگاه کنم، کلا پذیرش و رهایی از آرزوها و حسرتها زندگی را به صورت ویژه و گرنشاطی میسازه
آرین,5,نمیدونم چطوری احساسمو بگم میتونم بگم کتاب دیدمو تغییر داده
Saghar Hanifi,5,عالی عالی عالی ، کتابی پر از فراز و نشیب های جذاب . بعضی قسمت ها یکم کسل کننده میشه اما ن اونقدر ک باعث بشه کتاب رو زمین بزارید. به شدت کتابی مناسب برای نوجوان ها و کسایی ک خودشون رو گم کردن .
